flight_id,record_id,ALT [ft],Q_1 [lb/h],Q_2 [lb/h],TLA_1 [deg],TLA_2 [deg],NAIV_1 [bool],NAIV_2 [bool],M [Mach],Duree_min,Consommation_totale_kg,AntiIce_ON
Aircraft_01.h5,record_148,1310,827.2029544705892,875.7915290573251,1.6880335139556184,1.663055878819252,0.0,0.0,0.1889826165,21.833333333333332,281.09131184495436,0
Aircraft_01.h5,record_149,1341,816.3445541870605,887.1484327451155,1.3502465994368233,1.358472171113721,0.0,0.0,0.1889826165,22.35,287.827319620881,0
Aircraft_01.h5,record_15,1416,734.9530496567853,799.9017343217683,1.448895961249534,1.4474721778811441,0.0,0.0,0.197199252,23.6,273.83782146193073,0
Aircraft_01.h5,record_150,1171,791.034915126661,848.9131725151904,1.488226640392844,1.5178215786697524,0.0,0.0,0.1889826165,19.516666666666666,241.96351302984763,0
Aircraft_01.h5,record_151,2411,810.7856254525591,852.2116838492775,1.0514681411293407,1.0616322915104688,0.0,0.0,0.197199252,40.18333333333333,505.1863906335394,0
Aircraft_01.h5,record_152,964,809.7558296213277,886.5608419880083,1.8280826375017638,1.7332139287486723,0.0,0.0,0.197199252,16.066666666666666,206.03777431308654,0
Aircraft_01.h5,record_153,2810,607.5263763440256,650.6156277666078,1.5735125437842492,1.6636822523274803,0.0,0.0,0.197199252,46.833333333333336,445.449901577563,0
Aircraft_01.h5,record_154,1516,638.8573459502269,700.6477729387387,1.429613872040805,1.5418576415196703,0.0,0.0,0.197199252,25.266666666666666,255.86239714578304,0
Aircraft_01.h5,record_155,1543,882.015704578219,939.5296784385223,2.0141699202048478,2.052001123725703,0.0,0.0,0.197199252,25.716666666666665,354.13496439862433,0
Aircraft_01.h5,record_156,765,994.8570931780914,1067.7086992954876,3.710287940553386,3.6635021045971246,0.0,0.0,0.1889826165,12.75,198.80721037468103,0
Aircraft_01.h5,record_157,419,570.6100654290979,582.0665209159141,-0.6339197716339858,-0.6175214805600479,0.0,0.0,0.180765981,6.983333333333333,60.853334429521496,0
Aircraft_01.h5,record_158,1323,827.9490293882026,894.72566170039,1.7539632106460923,1.7626772829104158,0.0,0.0,0.1889826165,22.05,287.1613609914944,0
Aircraft_01.h5,record_159,1172,906.601772434157,975.2319731510103,1.8717384249335154,1.8472205971751536,0.0,0.0,0.197199252,19.533333333333335,277.8892517466088,0
Aircraft_01.h5,record_16,1813,564.1052891065373,611.7875344905902,1.2194422783213459,1.2014711463752235,0.0,0.0,0.197199252,30.216666666666665,268.6138672953491,0
Aircraft_01.h5,record_160,1706,800.7247495728722,926.6222161448956,1.2989749453884762,1.2596849247407036,0.0,0.0,0.1889826165,28.433333333333334,371.297045798554,0
Aircraft_01.h5,record_161,1346,811.4130421852659,886.8141303755126,1.5615895784249778,1.5276301893887965,0.0,0.0,0.2054158875,22.433333333333334,288.0074559714527,0
Aircraft_01.h5,record_162,1362,735.1652252045815,943.4175066780323,1.3904151173716008,1.7676788513572246,0.0,0.0,0.197199252,22.7,288.0598592734372,0
Aircraft_01.h5,record_163,1719,599.791169456889,912.8501725295777,1.1274033718122862,1.518552258407202,1.0,1.152732554,0.1889826165,28.65,327.62326053629033,1
Aircraft_01.h5,record_164,1340,709.3043205501015,919.7018261753791,1.2521537942823284,1.6817937255746271,0.0,0.0,0.197199252,22.333333333333332,275.0365469948265,0
Aircraft_01.h5,record_165,2454,537.502166697278,989.5223163431133,1.0136100380289652,1.3004764383146292,0.0,0.0,0.1889826165,40.9,472.15375088050695,0
Aircraft_01.h5,record_166,1433,607.8001736014514,965.1639406149113,1.4074748698547943,1.9439861267734544,0.0,0.0,0.1889826165,23.883333333333333,284.0062455178432,0
Aircraft_01.h5,record_167,2486,654.5174693659984,923.4897552865228,1.0941974453340628,1.4493846893963638,0.0,0.0,0.197199252,41.43333333333333,494.2799534080116,0
Aircraft_01.h5,record_168,1725,700.9281247220823,1052.650455109774,3.6202809664774844,4.020829807482922,0.0,0.0,0.197199252,28.75,381.1335822752313,0
Aircraft_01.h5,record_169,1417,682.5744731608638,1094.4941586284829,1.90828132988885,2.4071778217174877,0.0,0.0,0.197199252,23.616666666666667,317.2757918652641,0
Aircraft_01.h5,record_17,1471,775.8959246658817,847.1516127437661,1.9505665934859417,1.9676748230358532,0.0,0.0,0.1889826165,24.516666666666666,300.82006330666735,0
Aircraft_01.h5,record_170,783,505.3424022512184,620.8498693974151,-0.10839363671711372,-0.1291401047959387,0.0,0.0,0.180765981,13.05,111.10591756175822,0
Aircraft_01.h5,record_171,2193,523.6288211301559,964.8855121223676,0.9412872582147835,1.3818917156557229,0.0,0.0,0.1889826165,36.55,411.2960495091534,0
Aircraft_01.h5,record_172,1726,714.7440131789942,769.4482155137381,1.066408224604299,1.0602322577496062,0.0,0.0,0.1889826165,28.766666666666666,322.77049642543244,0
Aircraft_01.h5,record_173,1593,619.6226628127106,673.585429017622,1.2008003455304332,1.218118497255267,0.0,0.0,0.1889826165,26.55,259.56556381935565,0
Aircraft_01.h5,record_174,1622,645.9062596479556,982.6283880265943,1.3731395652975589,1.899467823845524,0.0,0.0,0.197199252,27.033333333333335,332.82101305187973,0
Aircraft_01.h5,record_175,1793,571.7217079837189,872.068060041468,1.2782021008400895,1.5861821305872952,0.0,0.0,0.197199252,29.883333333333333,326.17234411259403,0
Aircraft_01.h5,record_176,626,1107.0356247941213,1308.9125263647923,4.163994298123099,4.144485783735815,0.0,0.0,0.197199252,10.433333333333334,190.55696551849357,0
Aircraft_01.h5,record_177,1087,820.6852866186422,1037.2793715481434,2.099379619898418,2.6226016476021528,0.0,0.0,0.197199252,18.116666666666667,254.46606749498724,0
Aircraft_01.h5,record_178,4028,320.9818399115948,463.5646681261311,0.6874554408464946,0.8800389252250944,1.0,1.152732554,0.197199252,67.13333333333334,398.1722975684057,1
Aircraft_01.h5,record_179,4792,203.5919880664908,368.92323447708844,0.4660991443304132,0.6111112058240776,0.0,0.0,0.1889826165,79.86666666666666,345.67401459904073,0
Aircraft_01.h5,record_18,1341,683.9119665865951,743.7444100477733,2.2667325378194185,2.2793214642198807,0.0,0.0,0.180765981,22.35,241.2211329184003,0
Aircraft_01.h5,record_180,1661,521.6150973151402,920.4165271759808,1.333504229380518,1.669726375558206,0.0,0.0,0.197199252,27.683333333333334,301.79170786429705,0
Aircraft_01.h5,record_181,1509,579.324668383067,798.0270230729756,1.5096738052935987,1.9654998677878994,0.0,0.0,0.1889826165,25.15,261.87676778396445,0
Aircraft_01.h5,record_182,1364,527.9507877902053,879.068870975478,1.6467485061714666,2.303373524373182,0.0,0.0,0.197199252,22.733333333333334,241.81176180118416,0
Aircraft_01.h5,record_183,833,365.14565295819443,638.0479248078752,-0.15539743506352946,-0.3189736824988236,0.0,0.0,0.180765981,13.883333333333333,105.29133451239274,0
Aircraft_01.h5,record_184,1196,638.392802696816,921.3582137108227,2.277115968220853,2.696957680862843,0.0,0.0,0.1889826165,19.933333333333334,235.04409369697527,0
Aircraft_01.h5,record_185,755,418.33956476647415,561.6000933240265,-0.34483714546251665,-0.31871730471586757,0.0,0.0,0.180765981,12.583333333333334,93.22001555316741,0
Aircraft_01.h5,record_186,2095,559.1908330828525,860.2846812562177,0.9229223686217185,1.2625633308954465,0.0,0.0,0.197199252,34.916666666666664,374.69234307296756,0
Aircraft_01.h5,record_187,2333,503.73851700152255,699.7327737030947,0.9657098527326534,1.366926816460026,0.0,0.0,0.197199252,38.88333333333333,353.7637743429008,0
Aircraft_01.h5,record_188,2295,509.83287660038,911.1698677843208,0.903304388614902,1.2925956629124533,0.0,0.0,0.1889826165,38.25,410.9041164797275,0
Aircraft_01.h5,record_189,1632,629.4982750492059,867.863021743951,0.884113998128027,1.4300426242798039,0.0,0.0,0.1889826165,27.2,307.89996775186734,0
Aircraft_01.h5,record_19,1348,926.3472661198516,1008.4756984080475,1.8342235610309348,1.7172396454488874,1.0,1.152732554,0.197199252,22.466666666666665,328.62001500945416,1
Aircraft_01.h5,record_190,2972,443.8948855294966,616.0289349688129,0.917088093893708,1.2396117992591453,0.0,0.0,0.197199252,49.53333333333333,396.9047927016551,0
Aircraft_01.h5,record_191,2887,369.62368711580183,573.8223538390191,0.7072352019045168,1.0100974928114028,0.0,0.0,0.197199252,48.11666666666667,343.1837660193182,0
Aircraft_01.h5,record_192,950,779.7153458659704,846.36984412992,1.9556559145237475,1.9258965165254318,0.0,0.0,0.1889826165,15.833333333333334,194.63896439599588,0
Aircraft_01.h5,record_193,1797,606.53039608,1000.1266255228359,1.2550141810478466,1.7234321062995326,0.0,0.0,0.197199252,29.95,363.7760802283177,0
Aircraft_01.h5,record_194,904,430.8589501357168,582.3573610149912,-0.015829108199225676,-0.026992795034469066,0.0,0.0,0.180765981,15.066666666666666,115.40735526632072,0
Aircraft_01.h5,record_195,1636,555.0293345057604,921.8658244087384,0.866895369936785,1.5818894638067726,0.0,0.0,0.1889826165,27.266666666666666,304.4358911435991,0
Aircraft_01.h5,record_196,1286,691.4257858890202,1048.4176377653002,1.7653605050978385,2.503608559659798,0.0,0.0,0.1889826165,21.433333333333334,281.9122969093785,0
Aircraft_01.h5,record_197,1769,578.2194400165065,867.6230453818202,1.0562912290515545,1.4443949091298134,0.0,0.0,0.197199252,29.483333333333334,322.2639311729154,0
Aircraft_01.h5,record_198,1959,553.9715052711424,811.6883184294109,0.6630178533716897,1.016638415708433,0.0,0.0,0.197199252,32.65,337.08533175086984,0
Aircraft_01.h5,record_199,1342,845.1588494408762,981.5474814058957,1.7414080068611777,1.704575925960462,0.0,0.0,0.197199252,22.366666666666667,308.875979251329,0
Aircraft_01.h5,record_20,736,640.8831852058044,667.124572101424,-0.39520554781173917,-0.45735785432706527,0.0,0.0,0.1889826165,12.266666666666667,121.29726806228896,0
Aircraft_01.h5,record_200,1366,826.5483140723748,970.4296043284157,1.6492571156051834,1.622232906498331,0.0,0.0,0.1889826165,22.766666666666666,309.283196577167,0
Aircraft_01.h5,record_201,1703,737.3763166905977,918.2160941242983,1.528063572079178,1.4717700023694658,0.0,0.0,0.197199252,28.383333333333333,355.2474428303374,0
Aircraft_01.h5,record_202,1534,707.4229825465763,898.5721270217418,1.3438400093922818,1.3309164372792048,0.0,0.0,0.197199252,25.566666666666666,310.4076840989182,0
Aircraft_01.h5,record_203,1877,584.4508246936645,765.6344118444667,1.3459404263253492,1.3522738859856367,0.0,0.0,0.197199252,31.283333333333335,319.29222725621,0
Aircraft_01.h5,record_204,2013,587.6470744732796,712.6678349171347,0.9502147328480378,0.9589752309150621,0.0,0.0,0.1889826165,33.55,329.80345624593787,0
Aircraft_01.h5,record_205,1773,750.820219174529,905.719803689489,1.335438298500282,1.3112324582377666,0.0,0.0,0.197199252,29.55,370.0612012600858,0
Aircraft_01.h5,record_206,1430,727.0730104617734,849.0092511282462,1.0869980042820282,1.1337497353744757,0.0,0.0,0.1889826165,23.833333333333332,283.9734934541029,0
Aircraft_01.h5,record_207,2236,562.3852755066332,759.1046440026797,0.9078887137416369,0.8596870025163597,0.0,0.0,0.1889826165,37.266666666666666,372.30471762629793,0
Aircraft_01.h5,record_208,1496,662.0807496781979,768.2930720933529,1.1205824908939708,1.0770783345566577,0.0,0.0,0.1889826165,24.933333333333334,269.61498871034496,0
Aircraft_01.h5,record_209,2214,526.2232356234147,670.7722108409575,1.0672121845643632,1.0035641051789432,0.0,0.0,0.1889826165,36.9,333.9127485098905,0
Aircraft_01.h5,record_21,2102,642.4300373703406,690.65485117855,1.290759520447688,1.2990884592913892,0.0,0.0,0.1889826165,35.03333333333333,353.0639719143158,0
Aircraft_01.h5,record_210,1528,727.6096501665759,846.919668243644,1.327156828218063,1.2299214722116625,0.0,0.0,0.180765981,25.466666666666665,303.13563421310823,0
Aircraft_01.h5,record_211,4099,244.36666381221954,305.8927283865216,0.5705358468603757,0.5789028843196585,0.0,0.0,0.197199252,68.31666666666666,284.189657074789,0
Aircraft_01.h5,record_212,2849,306.14532783535554,396.1136484332524,0.8114275159481712,0.799865266599284,0.0,0.0,0.197199252,47.483333333333334,252.08826766743977,0
Aircraft_01.h5,record_213,975,685.8725700902892,944.7921758015096,2.2503415044124924,2.2780900477541333,0.0,0.0,0.1889826165,16.25,200.32363092585803,0
Aircraft_01.h5,record_214,570,412.06063775790875,534.9324470690526,-0.26813949384957897,-0.2361847304251579,0.0,0.0,0.1889826165,9.5,68.01184382769826,0
Aircraft_01.h5,record_215,1390,571.5037332272402,917.0390506487252,1.6150791012434822,1.5599883274782016,0.0,0.0,0.197199252,23.166666666666668,260.6987852247708,0
Aircraft_01.h5,record_216,836,737.2785325555502,814.2038333024019,-0.36090477080669864,-0.4323373049364115,0.0,0.0,0.1889826165,13.933333333333334,163.42406418055134,0
Aircraft_01.h5,record_217,1835,569.8505353034376,738.0972036002572,1.0725450145670083,1.0635093211715532,0.0,0.0,0.1889826165,30.583333333333332,302.405263191699,0
Aircraft_01.h5,record_218,1479,697.3839977646194,860.3440045004571,1.1125926764613523,1.227957801927451,0.0,0.0,0.180765981,24.65,290.28372440140527,0
Aircraft_01.h5,record_219,1153,777.0142093060052,957.9512969830979,1.780505463464701,1.7821334230824981,0.0,0.0,0.1889826165,19.216666666666665,252.0478734554933,0
Aircraft_01.h5,record_22,1643,836.8917058023761,892.3501324189946,1.8893716160419358,1.8370730142295437,0.0,0.0,0.1889826165,27.383333333333333,357.9778732108224,0
Aircraft_01.h5,record_220,797,491.6277297209837,625.7841213257014,-0.2376208385278545,-0.24298529795989965,0.0,0.0,0.1725493455,13.283333333333333,112.21075384526513,0
Aircraft_01.h5,record_221,1887,732.8093908759428,779.572246154001,1.1217499058355487,1.1334900629337574,0.0,0.0,0.197199252,31.45,359.5805408631822,0
Aircraft_01.h5,record_222,1229,653.0688959582294,708.5752752252042,1.11329896399974,1.0970644540071277,0.0,0.0,0.197199252,20.483333333333334,210.85232768291417,0
Aircraft_01.h5,record_223,1449,793.0760160751856,839.2160982614548,1.7156559433527676,1.6680619158036163,0.0,0.0,0.197199252,24.15,298.0088445022896,0
Aircraft_01.h5,record_224,1217,792.9963084328019,854.9024217549712,1.5097301343250946,1.5254297130170749,0.0,0.0,0.1889826165,20.283333333333335,252.6876304338877,0
Aircraft_01.h5,record_225,2843,450.81839936564756,484.95002041835806,0.998795387341815,0.9962481988833206,0.0,0.0,0.197199252,47.38333333333333,335.20317982125925,0
Aircraft_01.h5,record_226,1475,642.1820471580583,699.2164647419878,1.7983581884632138,1.7267487584701562,0.0,0.0,0.197199252,24.583333333333332,249.2945166303901,0
Aircraft_01.h5,record_227,794,936.7064245757985,1032.116558669491,2.5011843460367005,2.4851177180809576,0.0,0.0,0.1889826165,13.233333333333333,196.9654526570168,0
Aircraft_01.h5,record_228,780,836.7453398228923,861.3842485867283,2.107314697822205,2.0638944664583847,0.0,0.0,0.197199252,13.0,166.88923252427765,0
Aircraft_01.h5,record_229,3890,299.4406931187023,329.06111620747146,0.44616647959411826,0.44191903380328024,0.0,0.0,0.197199252,64.83333333333333,308.04844377415685,0
Aircraft_01.h5,record_23,1169,766.8833056338888,824.2453823204722,1.8530513870691876,1.9184778047996065,0.0,0.0,0.197199252,19.483333333333334,234.35957556480247,0
Aircraft_01.h5,record_230,2316,400.6796962705147,415.03858882020035,0.6822966454825821,0.6501531948023145,0.0,0.0,0.1889826165,38.6,238.03544885192483,0
Aircraft_01.h5,record_231,1478,717.5654405585927,766.4994171300189,1.9487680586494995,2.0293180164211506,0.0,0.0,0.197199252,24.633333333333333,276.3695559890577,0
Aircraft_01.h5,record_232,1383,672.7218394699928,726.8089886215126,1.2685665219952857,1.2736854255928707,0.0,0.0,0.1889826165,23.05,243.87514181682457,0
Aircraft_01.h5,record_233,1842,836.5217925088773,880.3722373069055,1.350844975834267,1.3752637481678827,1.0,1.152732554,0.197199252,30.7,398.4703413484425,1
Aircraft_01.h5,record_234,1186,783.0831972323642,840.1782953456526,1.8776236105270827,1.8894154213095617,0.0,0.0,0.2054158875,19.766666666666666,242.5694262090436,0
Aircraft_01.h5,record_235,1623,686.247955047226,751.1506046832138,1.2746743752637093,1.2784580628520024,0.0,0.0,0.197199252,27.05,293.93994645028346,0
Aircraft_01.h5,record_236,2374,650.3868724267161,723.6610584400877,0.9277764203580371,0.8962376933751728,0.0,0.0,0.197199252,39.56666666666667,411.0034644064065,0
Aircraft_01.h5,record_237,1354,705.6371300332703,759.154894355037,2.4374325684697933,2.318057546684712,0.0,0.0,0.197199252,22.566666666666666,249.89497113229606,0
Aircraft_01.h5,record_238,1414,796.6027321641528,850.9992802142857,1.346452411147539,1.3238035405838615,0.0,0.0,0.197199252,23.566666666666666,293.53818780173543,0
Aircraft_01.h5,record_239,284,1614.6278481562254,1648.9816321595492,7.15948948175338,7.26797154033345,0.0,0.0,0.197199252,4.733333333333333,116.78294194341433,0
Aircraft_01.h5,record_24,1077,671.1175564425181,752.5514424900279,2.0433064170742252,2.0406276092152273,0.0,0.0,0.197199252,17.95,193.19132317867354,0
